,Text,Sentiment Score,Sentiment Label
292,usul              badarawuhi    film         kkn         desa        tari         doyan       wik           wik          penasran     film         tonton         https              co,0.0,netral
293,habisnontonfilm   potensial     threadnya    edan        tambah      didirect     kimo        sang          maestro      film         brutal       ya             moga               ga,-3.0,negatif
294,movie             kkn           desa         tari        full        movie        https       co            nyioqarhhl   lupa         like         share          follow,3.0,positif
295,https             co            uxwaxksttw,0.0,netral
296,habisnontonfilm   kecewa        kkn          desa        tari        yg           asa         horor         baca         threadnya,0.0,netral
297,senyumanx         moviemenfes   tekok        thread      twitter     maneh        gak         bedo          adoh         tekok        kkn          desa           tari,0.0,netral
298,cikakohl          film          kkn          desa        tari        cerita       tegang      suasana       desa         seram        takut        hfn,0.0,netral
299,cikakohl          kkn           desa         tari        seram       jalan        cerita      tarik         bosan        hfn,0.0,netral
300,official          trailer       sewu         dino        udah        rilis        dichannel   youtube       md           pictures     trailer      simpul         kemungki           film,0.0,netral
301,unmoodknow        kkn           desa         tari        die         kalo         lo          tau,-3.0,negatif
302,cinecrib          bagus         kkn          desa        tari        tulis        cerita      rapi          runut        gak          kes          kaya           thread             visualisasi,0.0,netral
303,sepngcheol        selfolconvo   desa         tari,0.0,netral
304,misteri           hutan         karet        part        https       co           cpjxdpx     hk            bacahorror ceritahorror   horror       threadhorror   ceritahorrorpendakimisteri,0.0,netral
305,kkn               desa          tari         https       co          ucx          kvhxyf,0.0,netral
306,cikakohl          favourite     indonesian   movie       kkn         desa         tari        best          storyline    best         location     many           hfn,8.0,positif
307,film              kalah         bagus        kkn         desa        tari         https       co            whpanm       z,0.0,netral
308,badarawuhi        gak           ikut         kutip       film        kkn          desa        tari          https        co           eronygrpdc,0.0,netral
309,jiaer             tnt           kmrn         yg          gw          ketemu       desa        tari,0.0,netral
310,kisah             kkn           desa         tari        ambil       kisah        nyata       mahasiswa     kkn          desa         tonton       https          co                 nyioqar,0.0,netral
311,cikakohl          film          fav          kkn         desa        tari         suka        film          adopsi       kisah        nyata        penasaran      jam                hfn,0.0,netral
312,usul              badarawuhi    film         kkn         desa        tari         doyan       wik           wik          penasran     film         tonton         https              co,0.0,netral
313,watchmenid        kkn           desa         tari,0.0,netral
314,movie             kkn           desa         tari        full        movie        https       co            nyioqarhhl   lupa         like         share          follow,3.0,positif
315,kkn               desa          tari         ya,0.0,netral
316,asmikhae          wonder        use          term        desa        instead      kampung     like          kkn          desa         tari,2.0,positif
317,renaldahanggar    comeback      kkn          desa        tari        dek,0.0,netral
318,cikakohl          kkn           desa         tari        film        juta         tonton      film          karya        cinta        krn          semesta        dukung             viral,0.0,netral
319,cikakohl          kkn           desa         tari        ga          tau          suka        banget        nih          film         film         favorit        sesuai             ekspektasi,0.0,netral
320,whutcore          kyk           kkn          desa        tari,0.0,netral
321,pppanteqqq        claudia       jasmine      put         sutradara   person       made        kkn           desa         tari         nefilwowfakta,0.0,netral
322,cikakohl          film          kkn          desa        tari        gak          sih         film          pecah        pas          scene         widya         dikerubutin        dedemit,0.0,netral
323,honsoolatnight    horor         kkn          desa        tari        rekomen      bangaat     nonton,0.0,netral
324,moranxy           emang         si           desa        tari,0.0,netral
325,cikakohl          hfn           kkn          desa        tari,0.0,netral
326,cikakohl          kkn           desa         tari        sblm        tayang       udh         nonton        dluan        kerja        bi           skop           wktu               jd,0.0,netral
327,fontnya           kkn           desa         tari        anjir,0.0,netral
328,penghaluayang     inget         kkn          desa        tari,0.0,netral
329,cumbu             tubuh         indah        sutradara   garin       nugroho      kisah       jala          hidup        juno         dewasa       tari           desa               jawa,0.0,netral
330,taun              abis          liat         kkn         desa        tari         liat        curi          raden        saleh        aghniny      haque          peran              timpang,0.0,netral
331,sixnema           kalo          alur         suka        abdi        setan        kalo        traditional   culturenya   relate       kalo         keramat        plot               twist,0.0,netral
332,bf                rent          avail        skrng       diajakin    nonton       kkn         desa          tari         otp          gaa          ya,0.0,netral
333,bangchankipas     bim           siram        desa        tari        kah,0.0,netral
334,font              spidernya     kek          font        kkn         desa         tari        anjir         salfok     mulu           aing         wkwkwk,0.0,netral
335,misteri           hutan         karet        part        https       co           qnq         ehebu         bacahorror ceritahorror   horror       threadhorror   ceritahorrorpendakimisteri,0.0,netral
336,,0.0,netral
337,misteri         hutan            karet         part          https         co           l            l            jl           xmw          bacahorror     ceritahorror   horror         threadhorror,0.0,netral
338,misteri         hutan            karet         part          https         co           ook          ua           iiz          bacahorror   ceritahorror   horror         threadhorror   ceritahorrorpenda,0.0,netral
339,wonurungji      laba             laba          desa          tari,0.0,netral
340,peringkat       film             kkn           desa          tari          susul        dil          ayat         ayat         cinta        garis          biru           https          co,0.0,netral
341,kucingsukamakan semenjak         desa          tari          mistis        kait         tinggal      kostan       ampe         bosen        dengernya      byk            yg             hoax,-2.0,negatif
342,anj             font             nya           kyk           kkn           desa         tari         https        co           vzwmigrbyw,0.0,netral
343,mikirnya        udah             mbak          suruh         bikin         konten       biar         yg           penasaran    hal          kkn            desa           tari           formula,0.0,netral
344,moviemenfes     kkn              desa          tari          tembus        jt           tonton       loh          wow,4.0,positif
345,ududul          kkn              desa          tari          aja           ampe         abis         aplg         pendek       wkwk,0.0,netral
346,kkn             desa             tari          udah          tebak         yupss        film         rilis        sutradara    awi          suryadi        film           asal           thread,0.0,netral
347,koreksi         tulis            tambah        ubah          nama          kandidat     nominasi     kategori     desain       poster       kkn            desa           tari           puja,0.0,netral
348,jokoanwar       jagat            sinema        bumilangit    mecahin       rekor        film         kkn          desa         tari,0.0,netral
349,semekamuu       cht              telegram      bang          nonton        kkn          desa         tari         ga           bang,0.0,netral
350,film            kalah            bagus         kkn           desa          tari         https        co           whpanm       z,0.0,netral
351,tanyarlfes      tari             desa          kkn,0.0,netral
352,badarawuhi      gak              ikut          kutip         film          kkn          desa         tari         https        co           eronygrpdc,0.0,netral
353,kisah           kkn              desa          tari          ambil         kisah        nyata        mahasiswa    kkn          desa         tonton         https          co             nyioqarhhl,0.0,netral
354,,0.0,netral
355,usul              badarawuhi     film          kkn           desa          tari         doyan        wik          wik          penasran     film           tonton         https          co,0.0,netral
356,movie             kkn            desa          tari          full          movie        https        co           nyioqarhhl   lupa         like           share          follow,3.0,positif
357,kkn               desa           tari          official      final         trailer      april        bioskop      https        co           pcpefolyba,0.0,netral
358,kkn               desa           tari          gala          premiere      https        co           w            pki          lwrv,0.0,netral
359,aku               baru           simpleman     kkn           desa          tari         https        co           je           aalmi        l,0.0,netral
360,kkn               desa           tari          beda          thread        twitter      emang        pas          inti         cerita       tuh            kayak          langsung       nembak,0.0,netral
361,kkn               desa           tari          adinda        thomas        asli         takut        https        co           dhlc,0.0,netral
362,memesejutaumat    kkn            desa          tari          luwih         dowo         luwih        medeni,0.0,netral
363,alas              simpleman      saran         nonton        kkn           desa         tari         https        co           sprbprda     x,-1.0,negatif
364,jam               bahagia        gw            ganyampe      detik         gw           lgsg         duduk        sopan        tweet        org            yg             liat           hantu,0.0,netral
365,testimonial       artis          kkn           desa          tari          https        co           scb          tuizf,0.0,netral
366,inihujanbknrein   budaya         desa          tari,0.0,netral
367,selamat           aktris         film          happy         salma         cek          toko         belah        laura        basuki       ig             naysilla       mirdad         kkn,3.0,positif
368,selamat           aktris         film          laura         basuki        cek          toko         belah        adinia       wirasti      ig             lydia          kandou         kkn,0.0,netral
369,selamat           aktor          aktris        film          gara          gara         waris        lolox        dicky        difie        ence           bagus          aci            resti,0.0,netral
370,ngeri             cast           kkn           bereg         ular          kkn          desa         tari         md           talk         https          co             fckatq         nqt,0.0,netral
371,kkn               desa           tari          calvin        jeremy        kuat         mandi        hari         https        co           j              mzspxkni,0.0,netral
372,desa              tari           know          https         co            styw         eod,0.0,netral
373,hrdbacot          azw            r             mantan        bupati        kabupaten    kkn          desa         tari         gagal        nyalon         goberno        r              jatim,0.0,netral
374,kkn               desa           tari          calvin        jeremy        suka         bikin        konten       https        co           bfgfdrfxmw,0.0,netral
375,devano            suka           banget        kkn           desa          tari         short        mdpictures   https        co           laauieccf,0.0,netral
376,kkn               desa           tari          ayu           jatuh         motor        md           interview    megantara    aghniny      haque          https          co             wjbkfc,0.0,netral
377,kkn               desa           tari          merinding     adinda        thomas       ganggu       makhluk      halus        syuting      kkn            https          co             r,0.0,netral
378,film              kalah          bagus         kkn           desa          tari         https        co           whpanm       z,0.0,netral
379,worth             tegang         testimonial   kkn           desa          tari         https        co           ce           tf           qm,2.0,positif
380,harga             tiket          bioskop       kkn           desa          tari,0.0,netral
381,kkn               desa           tari          anying        https         co           p            bfg          az,0.0,netral
382,harga             tiket          kkn           desa          tari,0.0,netral
383,badarawuhi        gak            ikut          kutip         film          kkn          desa         tari         https        co           eronygrpdc,0.0,netral
384,kisah             kkn            desa          tari          ambil         kisah        nyata        mahasiswa    kkn          desa         tonton         https          co             nyioqarhhl,0.0,netral
385,ungkap            wahyu          naksir        widya         kkn           desa         tari         game         cepat        https        co             c              xziv,0.0,netral
386,usul              badarawuhi     film          kkn           desa          tari         doyan        wik          wik          penasran     film           tonton         https          co,0.0,netral
387,tissa             biani          pesan         tunggu        lokasi        syuting      kkn          desa         tari         inside       md             e              https          co,0.0,netral
388,movie             kkn            desa          tari          full          movie        https        co           nyioqarhhl   lupa         like           share          follow,3.0,positif
389,nggak             terima         fajar         lawa          ambil         megantara    kkn          desa         tari         https        co             uj             illf,0.0,netral
390,idextratime       mas            mas           sek           maen          film         kkn          desa         tari,0.0,netral
391,dhat              sinden         kkn           kit           official      audio        kkn          desa         tari         https        co             vtsoqatbaz,0.0,netral
392,kkn               desa           tari          halusinasi    tissa         biani        syuting      kkn          inside       md           e              https          co             auvvcm,0.0,netral
393,kkn               desa           tari          tari          adegan        hajat        https        co           oddm         ezbfr,0.0,netral
394,rumah             produksi       md            pictures      adaptasi      karya        simpleman    tulis        kkn          desa         tari           film           baru           judul,0.0,netral
395,kkn               desa           tari          hasil         guncang       debar        jantung      tonton       https        co           qwqha          vgl,0.0,netral
396,kkn               desa           tari          badarawuhi    ngomongin     cast         https        co           l            gvpgux,0.0,netral
397,kkn               desa           tari          behind        scene         part         https        co           fk           cif          vy,0.0,netral
398,merinding         gentayangin    umur          hidup         kkn           desa         tari         md           podcast      widya        podcast        https          co             csccchd,0.0,netral
399,selamat           film           argantara     enggar        budiono       batara       goempar      kkn          desa         tari         ipung          rachmat        syaiful        like,2.0,positif
400,selamat           film           vida          sylvia        ivanna        rico         marpaung     kkn          desa         tari         wencislaus     de             rozari         like,2.0,positif
401,selamat           film           cek           toko          belah         alvin        hariz        ivanna       puja         mulani       kkn            desa           tari           andychah,0.0,netral
402,selamat           film           retno         ratih         damayanti     kkn          desa         tari         angelia      florensia    like           share          dara           asvia,3.0,positif
403,selamat           film           eba           sheba         ivanna        ucok         albasirun    kkn          desa         tari         irene          widya          arogyani       like,2.0,positif
404,film              horor          indonesia     nonton        kkn           desa         tari         lebih        nonton       horor        barat          pas            nonton         tutup,0.0,netral
405,selamat           film           ivanna        mattebox      visualworks   jagat        arwah        fakhiran     hakim        luqman       thalib         kkn            desa           tari,0.0,netral
406,rusuh             banget         cast          kkn           gak           kalah        main         ular         tangga       kkn          desa           tari           https          co,0.0,netral
407,selamat           film           nakorn        kositpalsal   suchada       supromin     trisno       ivanna       aria         prayogi      arif           budi           santoso        keramat,0.0,netral
408,selamat           film           ricky         lionardi      kkn           desa         tari         ricky        lionardi     like         share          aria           prayogi        curi,3.0,positif
409,putihnyatas       film           indonesia     horor         nonton        ya           kkn          desa         tari,0.0,netral
410,xoazun            euppy          takut         banget        jennie        kkn          desa         tari         jd           tar,0.0,netral
411,hakimlfc          isooo          cerita        thread        kkn           desa         tari         yoo          wkwk,0.0,netral
412,kkn               desa           tari          nggak         nyangka       megantara    ganteng      ganteng      suka         julid        https          co             zjlyov         hl,0.0,netral
413,kkn               desa           tari          behind        scene         part         https        co           u            lozcpu,0.0,netral
414,tali              pocong         sumur         kkn           desa          tari         md           podcast      bima         https        co             fz             hs             x,0.0,netral
415,kkn               desa           tari          horror        story         bacahorror   bacahorror   malam        gw           cerita       cerita         gw             spesial        gw,0.0,netral
416,film              kalah          bagus         kkn           desa          tari         https        co           whpanm       z,0.0,netral
417,kkn               desa           tari          behind        scene         photoshoot   https        co           nh           yt           evzf,0.0,netral
418,kalo              bandinginnya   tonton        mah           kalahin       noh          kkn          desa         tari         simpleman    cinematic      universe,0.0,netral
419,badarawuhi        gak            ikut          kutip         film          kkn          desa         tari         https        co           eronygrpdc,0.0,netral
420,tangis            malam          anggota       kkn           kkn           desa         tari         md           podcast      badarawuhi   https          co             rqb            drzg,0.0,netral
421,kit               dhat           official      lyric         video         ost          kkn          desa         tari         https        co             rgu            cv             ryp,0.0,netral
422,kisah             kkn            desa          tari          ambil         kisah        nyata        mahasiswa    kkn          desa         tonton         https          co             nyioqarhhl,0.0,netral
423,kkn               desa           tari          care          tissa         biani        picu         emosi        cast         https        co             jytsp          wwgh,2.0,positif
424,usul              badarawuhi     film          kkn           desa          tari         doyan        wik          wik          penasran     film           tonton         https          co,0.0,netral
425,,0.0,netral
426,movie             kkn            desa          tari          full          movie        https        co           nyioqarhhl   lupa         like           share          follow,3.0,positif
427,kkn               desa           tari          behind        scene         part         https        co           fudronyukx,0.0,netral
428,moviemenfes       im             sorry         say           kkn           desa         tari         nyesel       bgt          nntn         bioskop        kl             ga             ajak,-1.0,negatif
429,faizalukman       nyebrang       pulo          ya            negara        fyi          juli         ti           kkn          desa         tari           eh             salah          desa,0.0,netral
430,kkn               desa           tari          calvin        jeremy        antem        lokasi       syuting      kkn          https        co             exde           b,0.0,netral
431,benda             pusaka         desa          misterius     kkn           desa         tari         md           podcast      calvin       jeremy         https          co             h,0.0,netral
432,aldapstsr         per            utama         wanita        kkn           desa         tari,0.0,netral
433,kkn               desa           tari          sesajen       tabur         lokasi       syuting      kkn          https        co           epqau          paau,0.0,netral
434,priskilaworo      ti             lebaran       nonton        teh           yuuuk        mudik        kkn          desa         tari,0.0,netral
435,lovez             ne             kkn           desa          tari,0.0,netral
436,kkn               desa           tari          nonton        bareng        warga        desa         tari         https        co           f              rzg            sus,0.0,netral
437,moviemenfes       nonton         aja           kkn           desa          tari         wkwkwk,0.0,netral
438,kkn               desa           tari          momen         syuting       part         https        co           buaib        udej,0.0,netral
439,ipb               menfess        baur          masyarakat    apatis        warga        dont         larang       kyk          film         kkn            desa           tari           ngejalanin,0.0,netral
440,kkn               desa           tari          bioskop       bisik         yayasan      mata         hati         https        co           nc             tfmupsm,0.0,netral
441,kkn               desa           tari          luwih         dowo          luwih        medeni       https        co           phxbiszune,0.0,netral
442,tvonenews         kayak          survey        nya           desa          kkn          sang         tari         dadak        atas         angin          gin,0.0,netral
443,film              kalah          bagus         kkn           desa          tari         https        co           whpanm       z,0.0,netral
444,badarawuhi        gak            ikut          kutip         film          kkn          desa         tari         https        co           eronygrpdc,0.0,netral
445,kisah             kkn            desa          tari          ambil         kisah        nyata        mahasiswa    kkn          desa         tonton         https          co             nyioqarhhl,0.0,netral
446,usul              badarawuhi     film          kkn           desa          tari         doyan        wik          wik          penasran     film           tonton         https          co,0.0,netral
447,movie             kkn            desa          tari          full          movie        https        co           nyioqarhhl   lupa         like           share          follow,3.0,positif
448,horror            story          kkn           desa          tari          versi        nur          https        co           l            yt             oyxqj          https          co,0.0,netral
449,cerita            horor          kkn           desa          tari          versi        widya        https        co           hlrpj        vu             https          co             wtizhxg,0.0,netral
450,,0.0,netral
451,sewu              dino           tulis           bestseller   kkn        desa         tari         simpleman    kisah          klenik       tanah          jawa               kirim        gerogot,0.0,netral
452,kkn               desa           tari            kisah        gempar     dunia        maya         kkn          desa           tari         cerita         lembar             tulis        rinci,0.0,netral
453,blacclune         kkn            desa            tari         isi        wleowleo     setan        uler,0.0,netral
454,literarybase      inget          belangguan      inget        scene      kkn          desa         tari         kampung        em           jagung         jawa               horor        beda,0.0,netral
455,whutcore          desa           tari            ga,0.0,netral
456,autumntist        kayak          kkn             desa         tari,0.0,netral
457,batas             danilla        ost             kkn          desa       tari         official     audio        https          co           dfxr           cofp,0.0,netral
458,muter             desa           hhnya           putar        warga      bawa         sesajen      banck        ladang         putar        rumah          kades               tabur       cendol,0.0,netral
459,tari              mentas         tari            barong       tari       keris        panggung     pemaksan     barong         tegal        tamu           desa                batubulan   kabupaten,0.0,netral
460,misteri           hutan          karet           part         https      co           prxfalyank   bacahorror   ceritahorror   horror       threadhorror   ceritahorrorpendaki misteri     ceritamisteri,0.0,netral
461,treasuremenfess   horror         kkn             desa         tari       sih          kata,0.0,netral
462,moohd             ilham          gw              harap        bgt        vibes        kayak        iklan        gitu           yg           tari           piring             desa,0.0,netral
463,mana              nonton         film            kkn          desa       tari         legal        https        co             wnlcpolpvl,1.0,positif
464,film              kkn            desa            tari         ajar       nakal        karepmu      yo           ojo            trus         awur           bangsaaatttt,0.0,netral
465,moohd             ilham          wirgoen         ngeliatnya   kayak      iklan        kkn          desa         tari,0.0,netral
466,film              kalah          bagus           kkn          desa       tari         https        co           whpanm         z,0.0,netral
467,seola             webs           desa            tari,0.0,netral
468,badarawuhi        gak            ikut            kutip        film       kkn          desa         tari         https          co           eronygrpdc,0.0,netral
469,kkn               desa           tari            behind       scene      full         version      https        co             r            huzohsh,0.0,netral
470,kisah             kkn            desa            tari         ambil      kisah        nyata        mahasiswa    kkn            desa         tonton         https              co           nyioqarhhl,0.0,netral
471,usul              badarawuhi     film            kkn          desa       tari         doyan        wik          wik            penasran     film           tonton             https        co,0.0,netral
472,edisi             iseng          bikin           ilustrasi    ayu        film         kkn          desa         tari           kkndesapenariizin           share              ya           om,1.0,positif
473,movie             kkn            desa            tari         full       movie        https        co           nyioqarhhl     lupa         like           share              follow,3.0,positif
474,kemungki          nasib          kaya            si           yg         mati         kkn          desa         tari           ga           sih            tp                 kl           gt,0.0,netral
475,nonton            teluh          darah           episode      jd         emang        dr           episode      lg             ceritain     bisnis         yg                 banyuwangi   pas,0.0,netral
476,bener             ya             kkn             desa         tari       banyuwangi,0.0,netral
477,kkn               desa           tari,0.0,netral
478,kkn               desa           tari            pamit        https      co           xwp          c            gx,0.0,netral
479,askrlfess         thread         bikin           kek          emang      biar         viral        ti           kalo           film         laris          kaya               desa         tari,0.0,netral
480,askrlfess         ak             dr              g            suka       baca         ginian       yg           viral          kyk          kkn            desa               tari         jg,0.0,netral
481,sadar             ending         keramat         kayak        kkn        desa         tari         ya           ya             gw           nonton         kkn                sih          kampret,0.0,netral
482,revel             baby           diketawain      kkn          desa       tari         wkwk,0.0,netral
483,misteri           hutan          karet           part         https      co           ndkuvimpct   bacahorror   ceritahorror   horror       threadhorror   ceritahorrorpendaki misteri     ceritamisteri,0.0,netral
484,kkn               desa           tari            thread       jadi       film         duduk        film         horor          indonesia    laris          data                oktober     kkn,0.0,netral
485,hopanacea         gatau          knp             tweet        sbnrnya    innocent     bgt          tp           w              lngsung      keinget        kkn                 desa        tari,0.0,netral
486,bochug            yoongi         yourfriend      notyurnem    potat      ps           tanyakanrl   citra        prima          tp           maiia          channelnya          maiia       true,2.0,positif
487,moviemenfes       kkn            desa            tari         kayak      sinetron     azab         dijadiin     movie,0.0,netral
488,pagi              mimpi          brian           pacar        iu         miror        selfie       kosan        brian          pake         seragam        gue                gak          terima,0.0,netral
489,film              kalah          bagus           kkn          desa       tari         https        co           whpanm         z,0.0,netral
490,tari              tari           desa            tari         maju       prubential   illupsion,0.0,netral
491,badarawuhi        gak            ikut            kutip        film       kkn          desa         tari         https          co           eronygrpdc,0.0,netral
492,kkn               desa           tari            terbit       aop,0.0,netral
493,kisah             kkn            desa            tari         ambil      kisah        nyata        mahasiswa    kkn            desa         tonton         https              co           nyioqarhhl,0.0,netral
494,usul              badarawuhi     film            kkn          desa       tari         doyan        wik          wik            penasran     film           tonton             https        co,0.0,netral
495,movie             kkn            desa            tari         full       movie        https        co           nyioqarhhl     lupa         like           share              follow,3.0,positif
496,wkwkkwwk          untung         gak             kkn          desa       tari         yaak,0.0,netral
497,selesai           nonton         kkn             desa         tari       ekspektasi,0.0,netral
498,tbtb              w              kangen          per          utama      kkn          desa         tari         willy          apakabar     yaa            hallo              maw          beli,0.0,netral
499,pok               ameame         sbyfess         coba         desa       tari         si,0.0,netral
500,moviemenfes       kkn            desa            tari,0.0,netral
501,baca              cerita         kkn             desa         tari,0.0,netral
502,gubahancip        ti             kayaaaa         kkn          desa       tari         wkwk,0.0,netral
503,moviemenfes       kkn            desa            tari         like       whut,2.0,positif
504,askrlfess         spoiler        film            kayak        kkn        desa         tari,0.0,netral
505,mvs               film           perempuan       tanah        jahannam   kkn          desa         tari         horor          thriller     gak            ya                 guys,0.0,netral
506,film              kalah          bagus           kkn          desa       tari         https        co           whpanm         z,0.0,netral
507,xnrainn           askrlfess      jd              kkn          desa       tari         real         ato          engga          kak,0.0,netral
508,windhy            khaze          samaaaa         tipikal      akun       yg           dgn          kkn          desa           tari         trus           udah               paham        bikin,0.0,netral
509,kkn               desa           tari            kagak        horror     nya          samsek,0.0,netral
510,badarawuhi        gak            ikut            kutip        film       kkn          desa         tari         https          co           eronygrpdc,0.0,netral
511,mantap            gue            latih           drama        kkn        desa         tari         wkwkw,0.0,netral
512,kisah             kkn            desa            tari         ambil      kisah        nyata        mahasiswa    kkn            desa         tonton         https              co           nyioqarhhl,0.0,netral
513,amyourss          seblakjelettot heboh           kkn          desa       tari         yaa,0.0,netral
514,moviemenfes       kkn            desa            tari,0.0,netral
515,usul              badarawuhi     film            kkn          desa       tari         doyan        wik          wik            penasran     film           tonton             https        co,0.0,netral
516,movie             kkn            desa            tari         full       movie        https        co           nyioqarhhl     lupa         like           share              follow,3.0,positif
517,moviemenfes       kkn            desa            desa         tari       percent      nothing      percent      comedy,1.0,positif
518,dwikiaprinaldi    tari           kkn             desa,0.0,netral
519,moviemenfes       kkn            desa            tari         overall    kejut,0.0,netral
520,jujur             sampe          ga              percaya      kkn        desa         tari         marketing    works          banget       maaf           kalo               org          misterius,0.0,netral
521,askrlfess         clue           ku              tangkap      sih        kkn          desa         tari,0.0,netral
522,clyd              moviemenfes fakta              kkn          desa       tari         boring       banget,-3.0,negatif
523,moviemenfes       kkn            desa            tari,0.0,netral
524,harga             tiket          kkn             desa         tari,0.0,netral
525,moviemenfes       kkn            desa            tari,0.0,netral
526,clyd              moviemenfes kkn                desa         tari       film         azab         sih,0.0,netral
527,moviemenfes       kkn            desa            tari,0.0,netral
528,moviemenfes       kkn            desa            tari         kagada     horor        nya          boring       rekomendasigue              niii           pee                mak          thailand,-3.0,negatif
529,moviemenfes       kkn            desa            tari,0.0,netral
530,moviemenfes       honestly       kkn             desa         tari       thread       much         horrifying,0.0,netral
531,vishwajith        cvf            therealpreyan   bang         jono       x            kkn          desa         tari           clips        ishq           kameena            https        co,0.0,netral
532,musik             kkn            desa            tari         yg         dj           bang         jono         tu             musik        asli           gmn                si           kalo,0.0,netral
533,moviemenfes       kkn            desa            tari         contoh,0.0,netral
534,kkn               desa           tari            fall         menu       gan          https        co           ehvy           ploeo,0.0,netral
535,akun              following      biji            ngepost      viral      cerita       ala          ayat         ayat           cinta        fix            strategi           marketing    kayak,0.0,netral
536,omahe             podo           kyok            film         desa       tari         wing,0.0,netral
537,sinopsis          film           sewu            dino         teror      santet       sukses       film         kkn         desa            tari           md                 pictures     produksi,0.0,netral
538,alanahinata       jujur          baca            threadnya    kkn        desa         tari         tonton       film,0.0,netral
539,zhrdhani          ala            desa            tari         angkat     film         yg           bner         aja         ga              salah          selingkuh          wkwkwkwk     least,0.0,netral
540,fadlilafaradila   convomf        gw              curiga       fiksi      dipost       twitter      dulang       popularitas ntar            adaptasi       film               kkn          desa,0.0,netral
541,nonton            kkn            desa            tari         dimanasi   klo          web,0.0,netral
542,convomfs          threadnya      sih             seru         ya         moga         ga           kecewa       pas            film         jujur          kecewa             kkn          desa,0.0,netral
543,convomfs          baca           thread          emang        ngeri      banget       sih          nyeremin     banding        kkn          desa           tari               penasaran    ti,0.0,netral
544,kkn               desa           tari            official     trailer    coming       soon         america      https          co           vlmaq          py                 h,0.0,netral
545,film              kalah          bagus           kkn          desa       tari         https        co           whpanm         z,0.0,netral
546,gigioge           habisnontonfilmkkn             desa         tari       film         kek          sampah,0.0,netral
547,virtuaibase       tarik          nonton          potong       post       credit       film         kkn          desa           tari         kemaren        tunggu             film         tayang,0.0,netral
548,badarawuhi        gak            ikut            kutip        film       kkn          desa         tari         https          co           eronygrpdc,0.0,netral
549,kmren             nntn           kkn             desa         tari       trs          malemnya     ngimpi       liat           ular         air            byk                bgt,0.0,netral
550,kisah             kkn            desa            tari         ambil      kisah        nyata        mahasiswa    kkn            desa         tonton         https              co           nyioqarhhl,0.0,netral
551,usul              badarawuhi     film            kkn          desa       tari         doyan        wik          wik            penasran     film           tonton             https        co,0.0,netral
552,movie             kkn            desa            tari         full       movie        https        co           nyioqarhhl     lupa         like           share              follow,3.0,positif
553,naufalm           ngerti         main            twitter      thread     nya          rapi         bener        sus            sih          sumpah         curiga             kek          kkn,0.0,netral
554,kzahras           scene          kkn             desa         tari       ya           pas          badarawuhinyadikalahin      actual       queen,0.0,netral
555,namirase          syabieiia      kks             desa         tari,0.0,netral
556,nonton            kkn            desa            tari         cito       jam          nonton       lantai       suruh          parkir       sok            ngide              turun        tangga,0.0,netral
557,rec               rev            kkn             desa         tari       gak          tuh          untung       desa           aman         ya             kak,0.0,netral
558,dah               nih            kating          cinta        kak        anna         kak          shameer      couple         goals        kampus         ga                 liat         abis,0.0,netral
559,ga                duluuuu        udah            kecewa       kkn        desa         tari         yg           gg             film,0.0,netral
560,tanyakanrl        bagus          banget          cerita       nulis      kkn          desa         tari,0.0,netral
561,kayak             pecah          film            kkn          desa       tari,0.0,netral
562,,0.0,netral
563,sewu              dino          rilis         pas           lebaran      biar         pecah        rekor        kkn          desa        tari,0.0,netral
564,lebaran           taun          ngecheat      lari          bioskop      nonton       kkn          desa         tari         taun        fix          lari          nonton       sewu,0.0,netral
565,habisnontonfilm   bagus         kkn           desa          tari,0.0,netral
566,endingny          bikin         kaya          kkn           desa         tari         aja          gatau        sopan        santun      bgt          ih            kesel        haiiii,0.0,netral
567,marketing         e             peeewwinter   te            wing         tari         desa         kkn          tampil       bar         bakdo        sak           iki          yo,0.0,netral
568,simplem           plot          twist         emang         meg          kkn          desa         tari         cekam        sewu        dino         ngebayangin   hutan        trus,0.0,netral
569,film              kalah         bagus         kkn           desa         tari         https        co           whpanm       z,0.0,netral
570,sempet            mikir         pas           baca          cerita       sewu         dino         rem          kkn          desa        tari         tp            ga           film,0.0,netral
571,badarawuhi        gak           ikut          kutip         film         kkn          desa         tari         https        co          eronygqro,0.0,netral
572,cerita            lengkap       kkn           desa          tari         versi        widya        nur          https        co          lt           kg            j            rw,0.0,netral
573,banyuwangi        bom           tanda         john          wick         muncul       fungsi       bioskop      apaaaa       kkn         desa         tari          bulan        bioskop,0.0,netral
574,kisah             kkn           desa          tari          ambil        kisah        nyata        mahasiswa    kkn          desa        tonton       https         co           nyioqarhhl,0.0,netral
575,sbyfess           baca          threadnya     horor         ya           kkn          desa         tari         kalo         dasar       thread,0.0,netral
576,usul              badarawuhi    film          kkn           desa         tari         doyan        wik          wik          penasran    film         tonton        https        co,0.0,netral
577,movie             kkn           desa          tari          full         movie        https        co           nyioqarhhl   lupa        like         share         follow,3.0,positif
578,kkn               desa          tari          press         conference   launching    official     poster       trailer      https       co           crpndmwo,0.0,netral
579,blackpink         really        giving        kkn           desa         tari         vibe         horror       movie        vibee,0.0,netral
580,harga             tiket         plunyon       kalikuning    lokasi       syuting      kkn          desa         tari         klik        baca         https         co           nurekb,0.0,netral
581,blinkmf           oosir         desa          tari,0.0,netral
