text,label
Sangat membantu jalur singkat,netral
Bagus,netral
Situs bersejarah,netral
Bagus,netral
Sejarah tentang empu supo...jaman pembuatan keris,netral
Bagus dan penuh dengan cerita,positif
Jangan sekali-sekali melupakan sejarah.,netral
Wisata alam,netral
👍👍,netral
"Bagus tempatnya, msi alami, msi perlu dikembangkan",netral
Mantulll,netral
Bermakna,netral
Indah,netral
Tempat bagus rapi..nyaman  dan banyak  tempat teduh lagi,positif
bagus n bersih menambah ketebalan iman akan kebesaran Alloh S.W.T....,netral
Cantik,netral
Sangat bagus,positif
syahdu...,netral
Tempatnya bagus dan penuh sejarah,positif
Tempat bersejarah yang menarik untuk dikunjungi,netral
Wisata bojonegoro,netral
Ok mantaPN,netral
"Salah satu landmark bersejarah di wilayah bojonegoro.
Api terus menyala selama bertahun-tahun sejak zaman kuno.
Di sinilah pandai besi legendaris ""Empu Supamati"" membuat keris legendaris Indonesia ""Keris"".
Itu direnovasi oleh pemerintah setempat sehingga sekarang terlihat lebih rapi & bersih.",netral
Asyiiik tempatnya,positif
"pemandangan seru
udara sejuk
alam terbuka!",netral
"Tempatnya teduh, cocok untuk bersantai dengan keluarga. Banyak gazebo untuk istirahat",positif
indah,netral
Bagus ... Tambahi spot Foto supaya tambah ramai,netral
Tempat makanan,netral
Wajib dikunjungi bagi yang tinggal di Bojonegoro dan sekitarnya,netral
"(Cenel YT Rodex Pro)
Tempat yang  langka,  beruntung Bojonegoro memilikinya.",netral
Tempat bersejarah petugasnya sangat ramah,netral
"Tmpatnya sejuk, apinya anget (asal jngan trllu dekat ke apinya). 😁😁😁cocok wes.
Warung ada. Toilet ada. Musholla jg ada. Lengkap wes. Joooosss.. 👍👍👍",netral
Tempat yang bagus dan alami,positif
Bagus masih jadi destinasi no satu kusunya di dander sekitar,netral
"Buka 24 jam
Berkunjung malam hari sangat eksotis
Sambil bakar ikan suasana tambah mantaapp",netral
Khayangan api merupakan salah satu tempat wisata yang banyak didatangi oleh wisatawan karena keindahan tempatnya dan juga api abadi yang menjadi keunikan tersendiri,netral
Bagus kalau malam,netral
Bagus,netral
Bagus dan keren,positif
Kenangan,netral
Wisata alam yg indah dan mempesona,positif
semakin bagus,positif
Tempat yang sangat bersejarah Karena empu supo sang maestro pembuat keris yg terkenal dengan keris sengkelat,netral
saya pergi ke sana selama perjalanan bersepeda di pagi hari .. udara di sana menyegarkan .. dikelilingi oleh pohon djati ..,netral
Menakjubkan,netral
apinya abadi,netral
"Akses lancar, jalan bagus, mencari objek wisata ini gampang sekali, rapih tertata ramah pengelola nyaa",positif
Rekomendasi wisata daerah Bojonegoro dan tempatnya lmyn bagus untuk dikunjungi,netral
Karena tempatnya kelihatan menakutkan.jauh dari pemukiman,negatif
"Siti Zulaikah.
Wisata Kahyangan Api 🔥",netral
alami,netral
"Masuk ke dalemnya lumayan.
Sudah menggunakan protokol kesehatan.",netral
mantap... mampir yuk,netral
Di sana saya Alhamdulillah mengetahui banyak informasi mengetahui sejarah☺️,netral
Lumayan tempatnya sangat tenang,positif
Keren tempatnya,positif
Mantap tempat nya,positif
Tempat wisata alam di Bojonegoro,netral
Bagus untung mengenang dan tau sejarah kebudayaan Bojonegoro,netral
Belum pernah Kesana???,netral
"Panas, tp viewnya bagus
Mash proses renov",netral
Rekreasi yang meng edukasi serta terjangkau oleh ekonomi menengah ke bawah,positif
Tempat Legenda yg perlu kita pelajari dan kita lestarikan,netral
Alhamdulillah sangat bermanfaat sekali bagi kita pecinta alam semesta ini,netral
Keindahan alami dan icon bojonegoro,netral
Enak sih.. bisa mengerti tentang alam dan belajar dulu sebelum kesana.. jadi banyak yang bisa di ceritain ke orang yang belum begitu paham.. sedikit panas tempat nya.. tapi ga papa emang kayangan api ya hehehe,netral
Wisata alam yang asri dan wajib dikunjungi,netral
Wisata alam ,netral
Kurang banyak variasi hiburan.tempat bersantai kurang terawat,negatif
Baik sekali,netral
"Tempat ini sangat menakjubkan, api abadi yang melegenda & nyata peninggalan para eyang, kuasa Tuhan YME memberikan kepada orang-orang terpilih",netral
"Tempat wisata bersejarah. Tempat nya bersih. Ada musholla, mainan anak tersedia, pendopo bersih. Cocok buat liburan bersama keluarga. Makanan tidak seberapa mahal. Tetap mengutamakan protokol kesehatan. Parkir luas. Free masuk, karena masih masa transisi New Normal.",positif
Sangat bagus dan masih sakeral,netral
Tempat wisata alam yg unik,netral
"Masih tutup gara"" corona",positif
Bagus saya suka,netral
Tahun lalu saat digelar pameran. Dan saya ikut berpartisipasi,netral
"Tempat bersejarah, buka 24 jam,",netral
"jalan akses bagus. tempatnya bersih dan rapi. atraksinya api dan kolam lumpur belerang. kayaknya kalau ke sini sebaiknya malam (kalau buka), buat foto2 malam hari

- agak jauh dari kota bojonegoro",positif
Tempat ini sangat saya sukai di wisata kayanyan api . Wisata Ita sangat menarik untuk saya,positif
Sekarang lagi tutup karena ada corona,netral
bagus,netral
"Disini anda akan melihat api abadi, tempatnya hening di kelilingi pepohonan, tempat ini di kelola dengan baik, kebersihan terjaga, harga tiket masuk terjangkau.",netral
"Tempat bersejarah cocok untuk wisata keluarga,apinya tak padam walaupun hujan,klo kesini sebaiknya sore ke malam jd siang dapat malamnya jg dapat,bagus jg buat foto2,ad toilet dan mushola jg,warung jajanan jg ad klo laper g usah kawatir....",netral
Murah meriah,netral
Bagus,netral
Tempat yang nyaman buat refresing dan penuh dengan sejarah,positif
"Wisata relegius andalan Jonegoro,",positif
"Tempatnya teduh, oke banget buat edukasi juga",positif
Kurang makimal diberdayakan,netral
Tempat bersejarah yang tetap harus dijaga dan dijelaskan ceritanya pada anak cucu kita kedepan. Agar mereka mempunyai kebanggaan terhadap leluhurnya.,netral
Fenomena api yang terus menyala api abadi tidak akan pernah padam sampai kapanpun,netral
Tiket masuk yang terjangka dengan pemandangan asri hutan serta spot foto yang banyak,netral
Tempatnya bersejarah,netral
Mantul...,netral
..tempat ini sudah sangat berubah tidak seperti dulu lagi.,netral
Adem,netral
"tempat wisata yang bagus untuk dikunjungi.
jalan menuju lokasi ok, tidak rusak dan cukup lebar.
pemandangan khas hutan jati.
tempat parkir di area luas, ada warung2 untuk makan dan minum. tiket masuk juga murah.",positif
Keren cuyy,positif
Alam asri pedesaan,netral
"Wisata langka, ada api tak pernah padam meskipun hujan turun dengan derasnya, recommended sekali untuk wisata keluarga, apalagi saat malam hari, api terlihat sangat jelas",netral
Keajaiban alam,netral
Fasilitas air dimalam hari TIDAK ADA,netral
api tak kunjung padam,netral
Keajaiban alam ...kebesaran illahi,netral
"Tiket murah,bersih cocok untuk wisata edukasi",positif
Tempat wisata yang terjangkau buat keluarga.,netral
bagus,netral
"Tempat yg luar biasa... Api abadi dr perut bumi.
Lebih bagus bila datang pada malam hari...",netral
"Tempat wisata yang cukup unik, perlu rasanya yang sedang mampir di bojonegoro untuk sempetin kesini. Akses ke lokasi cukup bagus. Tempat ini buka 24jam jadi mungkin kalo datang malem lebih ngena lagi suasana perapiannya tapi ini ditengah hutan ya lokasinya.",netral
Fasilitas kurang memadai,negatif
"Bagus, masuk hutan, kalo malam pasti deg degan",netral
"Bener-bener gak padam apinya, walau kena air. Ada pohon cinta 😆.
Kalo pas gak ada event, sepi banget disana, penjualnya juga cuma ada satu dua orang.
Tapi ini tempat yang perlu dikunjungi, bagus banget kok tempatnya.",netral
Apinya memang keren...,netral
"Tempatnya mudah, terjangkau dari kota Bojonegoro, lokasinya nyaman dan nyaman buat kekuar.",positif
Mistis,netral
"Kayangan Api is one of the tourist attractions in Bojonegoro which has a good view, there is an eternal fire, many food vendors.  One of the most memorable is eating corn that is burned using eternal fire",netral
Oke,netral
legenda,netral
Bagus.. Terus menerus diperbaiki..,netral
Menenangkan fikiran dan untuk santai di waktu malam hari,netral
"Megis,,",netral
Banyak perubahan yang bagus,positif
Tempat luas dan adem,positif
Jarak nya dari kota bojonegoro kurang lebih 30 - 45 menit,netral
Hmmm...mistis banget...,netral
Keren,netral
Wisata kayangan api Bojonegoro,netral
Tempatnya sudah tersusun rapi.,netral
"akses menuju lokasi sangat mudah, tidak ribet dan gampang untuk ditemukan.. bisa untuk wisata pendidikan atau sekedar untuk liburan dan bersntui..",positif
Bagus tempatnya,positif
Apinya menyala terus,netral
"Kalau boleh usul, dilengkapi arena bermain seperti flying fox, sepeda udara dll, insya@ akan lebih banyak yg berkunjung lagi",netral
"Wisata alam api yg tak kunjung padam
Hanya ada dibojonegoro jawa timur",netral
Cogan,netral
Tempat wisata yg keren,positif
Tempat berlibur + belajar sejarah,netral
Lumayan bagus..,netral
Sejuk indah asri alami.. Ramah,positif
"Saya menyukai tempat ini krna ini wisata desaku😊,dan sekarang makin maju wisatanya, Alhamdulillah 😊",netral
"Bagus....... Bedaaa bgt sama dulu. Sdh byk fasilitasnya, mungkin berlu ditambah kru bersih2nya, agar pendopo yg luas itu lantainya bersih.

Sepertinya cocok dan lbh ekonomis  juga disewa buat acara2 reuni, dll ... ( biar reuni tdk sekedar mkn diresto)

Akses kelokasi sdh bagus, jln di cor.",netral
Bagus,netral
Keren,netral
"Banyak org jualan,lebih bagus wisata waduk grobogan",netral
"Tempat yang bagus, tempat Geoheritage di Jawa",positif
baik,netral
"Hanya lihat api, orang bakar jagung dan spot foto
Gazebo kurang tempat colokan kalau mau ngecas",netral
"Bagus,pohone gede2 jadi rindang...tp kayaknya lebih bagus pas malem,apinya keliatan..",netral
Keren api abadi,netral
Alam yg bagus,positif
"Pariwisata yang bagus
Situs bersejarah yang bagus
Api abadi yang bagus
Cerita rakyat yang bagus
Orang baik",positif
Pernah tau lewat tv 😆,netral
Tempanya enak ada api abadi yang tak pernah padam,netral
Api abadi dan tempat bersejarah di Kabupaten Bojonegoro,netral
"Melihat dan mengunjungi salah satu keajaiban dunia yaitu api yang tak padam siang dan malam, di lokasi yang sepi, jauh dari keramaian, di tengah kebun jati yang rindang.
Tak jauh dari api, ada sumur air belerang, namun anehnya air tersebut tidak panas, padahal air tersebut seperti mendidih menggelegak mengelegak berbuih.
Bila ingin ke sini, bagus nya di waktu malam, karena api nya nampak jelas terlihat. Tapi datang di siang hari pun tak masalah.
Ada kopi kotok yang enak dan lezat dengan harga yang murah meriah dan patut dicicipi. Kopi kotok adalah kopi yang cara membuat nya, langsung digodog dengan air, lalu disajikannya cukup unik yaitu ada tumpahan kopinya dipiring kecil nya.",netral
bagi penekun kebatinan.menarik dan excited disini,netral
Siip👍,netral
 masih banyak yg di perbaiki,netral
"Wisata Geologi dan sejarah, sangat recomended untuk penelitian",netral
"Auranya positif...
Parkir luas, nyaman
Kopi klotok nya mantab abis..",netral
Aurax berasa kita kembli k jaman kerajaan........,netral
tempat wisata yang keren 😊,netral
Unik dan bersejarah,netral
Tempatnya teduh dan nyaman untuk disinggahi,positif
"Kesana pas malam hari dan pemadaman pula. Tapi asyik, apinya jadi kelihatan jelas banget. Biarpun gelap tapi di dalam rame kok. Tapi ya tetap kalah rame sama hari biasa yang ga pemadaman",netral
"Subhanalloh... Luar biasa.. Api nya tetap menyala walau hujan,  tapi sayang jalan menuju kesana masih diperbaiki",netral
Wisata rekomendasi untuk anak,netral
Tempatnya masih asri banget dan terletak di Bojonegoro tempat parkir sepada motor maupun mobil jg luas dan nyaman aman.semoga lebih modern lagi dan semakin ramai dan fasilitas SDH lengkap ada mushollanya .bravo Bojonegoro,netral
Awesome great,netral
Kayangan api sangat bagus saya pernah kesana dua kali,netral
Oke,netral
Wisata ini sangat menakjubkan👍👍,netral
Mantap slur,netral
"wisata kayangan api merupakan salah satu tempat wisata yang berada diwilayah bojonegoro jawa timur, disana terdapat api abadi yang muncul dari perut bumi.",netral
Sangat indah,positif
"Wisata ini sangat terkenal dan mungkin menjadi ikonnya bojonegoro. Di sini ada api abadi, pohon cinta, dan kawah kecil yang bergelembung gelembung. Untuk fasilitas sangat lengkap meliputi warung, musholla, toilet,dll. Kekurangan tempat ini hanya masalah jalan yang rusak bahkan sampai gerbang masuk.",netral
"Sudah lumayan bagus,tapi akan lebih bagis lagi kalau di beri tanaman yang daunya tetap hijau saat musim kemarau.biar kesanya tetap teduh.",netral
Yahud,netral
"dulu bagus, sekarang apinya mengecil 😂",netral
Termasuk wisata edukasi yg bagus di kabupaten bojonegoro,netral
😊,netral
Keren,netral
Nilai nilai sejarah dan tempat yg sakral,netral
"Nyaman,santai sejuk",positif
Api abadi,netral
desa,netral
"Tempat wisata alam ( sumber api abadi) yang berlokasi diwilayah hutan di Kecamatan Ngasem. Akses mudah yakni jalan untuk menuju lokasi sudah beraspal dan sebagian sudah dicor beton,  lokasi bersih dan nyaman untuk wisata keluarga. Sangat cocok untuk edukasi budaya dan sejarah bagi keluarga dan anak - anak. Terdapat juga penjual makanan misalnya jagung bakar yang menawarkan pembakaran di api abadi sehingga akan menjadi daya tarik tersendiri bagi wisatawan. Tempat ini akan ramai dikunjungi saat hari libur sehingga jalan akan sedikit macet. Jika berwisata ke khayangan api jangan lupa jaga kebersihan dan sikap sopan santun",netral
Sayang belum booming..,netral
Bagus..,positif
Tempat menarik untuk berwisata,netral
Bagus...👍,netral
Luar biasa,netral
Panas..,negatif
"Recharging mood banget kalau ketempat ini
Cuman bayar aja, udah bisa masuk, pemandangan alamnya, api yang nggak pernah padam, seru deh
Pulang dari sini mood sudah oke",netral
Udara masih segar....,netral
"Tempat wisata yang sangat menarik untuk dikunjungi... Karena ada unsur2 historis, budaya, dan fenomena alam. Hari libur&hari2 perayaan tertentu suasana ramai, tapi kalau hari normal sunyi. Saya sendiri yang kelahiran asli Bojonegoro, baru sekali berkunjung kesana di usia yang sudah kepala 3 😂... Mungkin karena kurang adanya promo iklan ke masyarakat luas untuk memikat daya tarik masyarakat.
Sekian... Dan Thank's....",netral
Ciptaan Tuhan yang luar biasa,netral
"Tempatnya asri sekali, karena banyak pepohonan. semoga kedepannya lebih baik",netral
tempat ..api abadi,netral
Sejuk banget 👍 recom,netral
"Tempat yang bagus, bisa dijadikan edukasi",positif
"Berada di dalam hutan, wisatawan dapat menikmati perjalanan wisata di antara pepohonan jati, kemudian Anda berhenti di loket tiket dan langsung membeli tiketnya. Biayanya sekitar Rp 8.500 per orang. Setelah Anda masuk, Anda akan melihat gerbang dan dinding bergaya arsitektur Majaphit yang megah, menjaga api abadi di dalamnya.

Meskipun ya, bau belerang cukup kuat di dalam, itu masih tempat yang indah. Kunjungi kolam dan pohon yang saling dipintal benangnya, dan mampir ke pedagang lokal, di mana mereka menawarkan keripik singkong buatan lokal yang lezat. Kunjungi dan saksikan nyala api abadi yang terletak di tengah lokasi, di mana Anda dapat menghangatkan diri atau berjalan-jalan di sekitar api. Situs ini juga menawarkan banyak situs untuk fotografi. Oh ya, lihat-lihat dan cari penjaga situs lokal untuk memperkaya pengetahuan Anda tentang sejarah situs dan legenda lokal.

Banyak fasilitas seperti mushola, toilet, dan pedagang lokal yang menjual makanan dan minuman hadir di lokasi. Dan tempat ini ramah keluarga.

Saya merekomendasikan untuk mengunjungi situs ini pada sore hari untuk melihat nyala api paling terang.",netral
Kurang terawat,negatif
Fenomena alam yg luar biasa,netral
Flying fox nya seru,positif
Sakral Place,netral
"Bagus sih lokasinya,apalagi jika datang diwaktu malam,cuma sayang tukang parkirnya kurang ramah",negatif
Wisata alam di Bojonegoro.... bisa bakar jagung langsung di api alam...,netral
Nyaman....akses mudah...  Parkir luas.. Suka...sudah sering kesini...,positif
nyaman,netral
bagus,positif
Api abadi letaknya di tangah hutan sering di buat tempat pengambilan api untuk kegiatan olah raga,netral
"Sangat terawat, api bagus, tapi ada aura mistis",positif
Tempat nuaman indah sayang akses jalan jauh dari jalan propinsii,netral
Wisata alam,netral
Lumayan..,netral
Icon kota Bojonegoro,netral
Sepi,netral
Tempatnya sangat dekat dengan keluarga kami di desa itu.,netral
Peniggalan sejarah....empu,netral
"Tempatnya seru
Alam terbuka hutan2 enak banget
Harga masuk standard
Jalanan ke sana juga enak lancar",netral
"Wisata yg benar"" tumbuh dari Alam",netral
"sejuk, tenang, akses mudah baik mobil maupun motor, retribusi wajar, ada mushola, ada toilet.",positif
"Wisata murah yg ada di Bojonegoro,tapi memang daerah tandus jadi ya panas..maklum 😀",netral
lumayan bagus,positif
Apik,positif
Salah satu tempat wisata api abadi sepanjang tahun di Bojonegoro yg sering dipakai utk obor semangat Asian Games 2019,netral
"Tidak ada perubahan yang menonjol dari saya kecil sampai sekarang masih sama dan tetap istimewa dengan api abadinya. Alangkah lebih enak kalau kesana pada malam hari, bisa menghangatkan tubuh dan  bakar2 jagung di api abadi langsung.",netral
"Semua tertata rapi,termasuk para pedagangnya",netral
Suasana malam yg cerah,netral
"Bagus utuk pelepas lelah,toilet kurang bersih,apalagi musholanya yaa tak taulah.
Kayangan api ini situs sejarah yg dari dulu jadi icon bojonegoro,yg bila orang luar daerah datang kemari pasti terkagum kagum.ada api abadi,jalanan yg kurang terawat,toilet&mushola terbengkalai dan lagi ada air blekutuk yg kurang diekspose keberadaannya.
Tempat warung berjualan kurang terurus,jadi kurang bersih dan rapi.
Tolong dong pemkab bojonegoro memperhatikan tempat wisata ini.lumayan khan utk pamasukan PAD.",negatif
Cocok untuk foto berbackground api alami,netral
"Wisata andalan di Bojonegoro dimana Wisata Alam, sejarah dan budaya jadi satu di sini. Anda dapat melihat fenomena alam yaitu api abadi / api yg terus menyala dalam kondisi apapun. Selain melihat fenomena unik tsb, Anda juga bisa melihat tempat pertapaan leluhur dan penempaan keris pada zaman dulu. Saat ini tempat di dalam kayangan api juga sudah di renovasi sedemikian rupi sehingga membuat pengunjung menjadi lebih nyaman. Di kawasan ini juga sangat rindang dan banyak pepohonan. Selain itu fasilitas sudah cukup lengkap dan nyaman. Tiket masuk hanya Rp 7500 dan parkir motor hanya Rp 3000",netral
Permainan anak tidak ada,netral
