Tweet_Tokens,Subjectivity,Polarity,Analysis
udah baca threadnya tau takut banding kkn desa tari,0.0,0.0,netral
harimau wilayah garut sih maung pulau jawa bahas ular nyi blorong badarawuhi nagini siluman ular putih hitam harimau anak kkn desa tari selamat https co gxnjrt l,0.0,0.0,netral
exodusuho bagus threadnya lbh bagus dr desa tari,0.0,0.0,netral
beuh ngantuk bgt mana survey kkn desa tari ngga ding rem bgt kering gk ya tenggorok,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
cinta horor wait sewu dino thread suka sewu dino kkn desa tari kimo stamboel mikha tambayong trailer okeeee lihat eksekusi cekam threadnya,0.0,0.0,netral
abellcart hekyie tanyakanrl si sri tinggal jg ya brtanya kisah nyata fiksi sih kyk kkn desa tari tuh ambil dr ksh nyata gak ya kalo dr ksh nyata sewu dino narsumnya si sri tp sri nya tinggal gmn critainnya klo tinggal,0.0,0.0,netral
ah trnyata yg mikir sewu dino g rem lbh merinding wktu baca yg kkn desa tari drpd sewu dino,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
habisnontonfilm potensial threadnya edan tambah didirect kimo sang maestro film brutal ya moga ga kecewa kyak kkn desa tari,1.0,-0.875,negatif
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
https co uxwaxksttw,0.0,0.0,netral
habisnontonfilm kecewa kkn desa tari yg asa horor baca threadnya,0.0,0.0,netral
senyumanx moviemenfes tekok thread twitter maneh gak bedo adoh tekok kkn desa tari,0.0,0.0,netral
cikakohl film kkn desa tari cerita tegang suasana desa seram takut hfn,0.0,0.0,netral
cikakohl kkn desa tari seram jalan cerita tarik bosan hfn,0.0,0.0,netral
official trailer sewu dino udah rilis dichannel youtube md pictures trailer simpul kemungki film bagus seram banding kkn desa tari directornya kimo stamboel janji fullnya https co n cstdtlog https co ngbipnhumx,0.0,0.0,netral
unmoodknow kkn desa tari die kalo lo tau,0.0,0.0,netral
cinecrib bagus kkn desa tari tulis cerita rapi runut gak kes kaya thread visualisasi,0.0,0.0,netral
sepngcheol selfolconvo desa tari,0.0,0.0,netral
misteri hutan karet part https co cpjxdpx hk bacahorror ceritahorror horror threadhorror ceritahorrorpendaki misteri ceritamisteri setan hantu santet desapenari suaritoto pendakianhorror https co foenevejo,0.0,0.0,netral
kkn desa tari https co ucx kvhxyf,0.0,0.0,netral
cikakohl favourite indonesian movie kkn desa tari best storyline best location many hfn,0.3666666666666667,0.8333333333333334,positif
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
jiaer tnt kmrn yg gw ketemu desa tari,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqar sd,0.0,0.0,netral
cikakohl film fav kkn desa tari suka film adopsi kisah nyata penasaran jam hfn,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
watchmenid kkn desa tari,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kkn desa tari ya,0.0,0.0,netral
asmikhae wonder use term desa instead kampung like kkn desa tari,0.0,0.0,netral
renaldahanggar comeback kkn desa tari dek,0.0,0.0,netral
cikakohl kkn desa tari film juta tonton film karya cinta krn semesta dukung viral modal film laris manis bukti ilmu marketing yg mahal viral hfn,0.0,0.0,netral
cikakohl kkn desa tari ga tau suka banget nih film film favorit sesuai ekspektasi cerita yg film hfn,0.0,0.0,netral
whutcore kyk kkn desa tari,0.0,0.0,netral
pppanteqqq claudia jasmine put sutradara person made kkn desa tari nefilwowfakta,0.0,0.0,netral
cikakohl film kkn desa tari gak sih film pecah pas scene widya dikerubutin dedemit beeeh ngeriii cok hnf,0.0,0.0,netral
honsoolatnight horor kkn desa tari rekomen bangaat nonton,0.0,0.0,netral
moranxy emang si desa tari,0.0,0.0,netral
cikakohl hfn kkn desa tari,0.0,0.0,netral
cikakohl kkn desa tari sblm tayang udh nonton dluan kerja bi skop wktu jd shari kli nnton memorable bgt pgn ruameee poll kalang nonton emg seru bgt rem sih turut takut horor hfn,1.0,0.5,positif
fontnya kkn desa tari anjir,0.0,0.0,netral
penghaluayang inget kkn desa tari,0.0,0.0,netral
cumbu tubuh indah sutradara garin nugroho kisah jala hidup juno dewasa tari desa jawa kenal desa tari lengger lag jenis tari perempuan bawa tari laki laki,0.0,0.0,netral
taun abis liat kkn desa tari liat curi raden saleh aghniny haque peran timpang banget asli ilmu taekwondo kepake curi raden saleh wkwk,0.0,0.0,netral
sixnema kalo alur suka abdi setan kalo traditional culturenya relate kalo keramat plot twist sih kayak empat cerita sih bikin mikir selamet ga kkn desa tari sih somehow,0.75,0.0,netral
bf rent avail skrng diajakin nonton kkn desa tari otp gaa ya,0.0,0.0,netral
bangchankipas bim siram desa tari kah,0.0,0.0,netral
font spidernya kek font kkn desa tari anjir salfok mulu aing wkwkwk,0.0,0.0,netral
misteri hutan karet part https co qnq ehebu bacahorror ceritahorror horror threadhorror ceritahorrorpendaki misteri ceritamisteri setan hantu santet desapenari suaritoto pendakianhorror https co okm n yqu,0.0,0.0,netral
misteri hutan karet part https co l l jl xmw bacahorror ceritahorror horror threadhorror ceritahorrorpendaki misteri ceritamisteri setan hantu santet desapenari suaritoto pendakianhorror https co ilcrtyne,0.0,0.0,netral
misteri hutan karet part https co ook ua iiz bacahorror ceritahorror horror threadhorror ceritahorrorpendaki misteri ceritamisteri setan hantu santet desapenari suaritoto pendakianhorror https co jsvrm fu,0.0,0.0,netral
wonurungji laba laba desa tari,0.0,0.0,netral
peringkat film kkn desa tari susul dil ayat ayat cinta garis biru https co fejxdovelt infomuda https co fbbc jairh,0.0,0.0,netral
kucingsukamakan semenjak desa tari mistis kait tinggal kostan ampe bosen dengernya byk yg hoax,0.0,0.0,netral
anj font nya kyk kkn desa tari https co vzwmigrbyw,0.0,0.0,netral
mikirnya udah mbak suruh bikin konten biar yg penasaran hal kkn desa tari formula wkwk,0.0,0.0,netral
moviemenfes kkn desa tari tembus jt tonton loh wow,1.0,0.1,positif
ududul kkn desa tari aja ampe abis aplg pendek wkwk,0.0,0.0,netral
kkn desa tari udah tebak yupss film rilis sutradara awi suryadi film asal thread twitter viral simpleman tonton film capai film tonton disney,0.0,0.0,netral
koreksi tulis tambah ubah nama kandidat nominasi kategori desain poster kkn desa tari puja mulani https co q hqwp v,0.0,0.0,netral
jokoanwar jagat sinema bumilangit mecahin rekor film kkn desa tari,0.0,0.0,netral
semekamuu cht telegram bang nonton kkn desa tari ga bang,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
tanyarlfes tari desa kkn,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kkn desa tari official final trailer april bioskop https co pcpefolyba,1.0,0.0,netral
kkn desa tari gala premiere https co w pki lwrv,0.0,0.0,netral
aku baru simpleman kkn desa tari https co je aalmi l,0.0,0.0,netral
kkn desa tari beda thread twitter emang pas inti cerita tuh kayak langsung nembak gitu ga alur yg kayak step step suka pas cerita inti cerita ga masuk,0.0,0.0,netral
kkn desa tari adinda thomas asli takut https co dhlc,0.0,0.0,netral
memesejutaumat kkn desa tari luwih dowo luwih medeni,0.0,0.0,netral
alas simpleman saran nonton kkn desa tari https co sprbprda x,1.0,-0.4,negatif
jam bahagia gw ganyampe detik gw lgsg duduk sopan tweet org yg liat hantu blg hantu bioskop joget pas putar film kkn desa tari bangke,0.0,0.0,netral
testimonial artis kkn desa tari https co scb tuizf,0.0,0.0,netral
inihujanbknrein budaya desa tari,0.0,0.0,netral
selamat aktris film happy salma cek toko belah laura basuki ig naysilla mirdad kkn desa tari adinda thomas kira kau rumah prilly latuconsina like share arawinda kirana,1.0,0.8,positif
selamat aktris film laura basuki cek toko belah adinia wirasti ig lydia kandou kkn desa tari aulia sarah like share aulia sarah miracle cell mawar de jongh,0.0,0.0,netral
selamat aktor aktris film gara gara waris lolox dicky difie ence bagus aci resti ivanna tanta ginting keramat caruban larang poppy sovia kkn desa tari diding boneng curi raden saleh reza hilman,0.0,0.0,netral
ngeri cast kkn bereg ular kkn desa tari md talk https co fckatq nqt,0.0,0.0,netral
kkn desa tari calvin jeremy kuat mandi hari https co j mzspxkni,0.0,0.0,netral
desa tari know https co styw eod,0.0,0.0,netral
hrdbacot azw r mantan bupati kabupaten kkn desa tari gagal nyalon goberno r jatim muncul foto doi wanita nganu eh menteri partai chichago bulls,0.0,0.0,netral
kkn desa tari calvin jeremy suka bikin konten https co bfgfdrfxmw,0.0,0.0,netral
devano suka banget kkn desa tari short mdpictures https co laauieccf,0.3,0.0,netral
kkn desa tari ayu jatuh motor md interview megantara aghniny haque https co wjbkfc tt,0.0,0.0,netral
kkn desa tari merinding adinda thomas ganggu makhluk halus syuting kkn https co r yfy cjt,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
worth tegang testimonial kkn desa tari https co ce tf qm,0.1,0.3,positif
harga tiket bioskop kkn desa tari,0.0,0.0,netral
kkn desa tari anying https co p bfg az,0.0,0.0,netral
harga tiket kkn desa tari,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
ungkap wahyu naksir widya kkn desa tari game cepat https co c xziv,0.4,-0.4,negatif
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
tissa biani pesan tunggu lokasi syuting kkn desa tari inside md e https co pjzdmppiu,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
nggak terima fajar lawa ambil megantara kkn desa tari https co uj illf,0.0,0.0,netral
idextratime mas mas sek maen film kkn desa tari,0.0,0.0,netral
dhat sinden kkn kit official audio kkn desa tari https co vtsoqatbaz,0.0,0.0,netral
kkn desa tari halusinasi tissa biani syuting kkn inside md e https co auvvcm co,0.0,0.0,netral
kkn desa tari tari adegan hajat https co oddm ezbfr,0.0,0.0,netral
rumah produksi md pictures adaptasi karya simpleman tulis kkn desa tari film baru judul sewu dino https co rt fpfkokf,0.0,0.0,netral
kkn desa tari hasil guncang debar jantung tonton https co qwqha vgl,0.0,0.0,netral
kkn desa tari badarawuhi ngomongin cast https co l gvpgux,0.0,0.0,netral
kkn desa tari behind scene part https co fk cif vy,0.7,-0.4,negatif
merinding gentayangin umur hidup kkn desa tari md podcast widya podcast https co csccchd,0.0,0.0,netral
selamat film argantara enggar budiono batara goempar kkn desa tari ipung rachmat syaiful like share deska barso curi raden saleh bagoes tresna aji miracle cell yunus pasolang,0.0,0.0,netral
selamat film vida sylvia ivanna rico marpaung kkn desa tari wencislaus de rozari like share dita gambira curi raden saleh yusuf kaisuku miracle cell frans xr paat,0.0,0.0,netral
selamat film cek toko belah alvin hariz ivanna puja mulani kkn desa tari andychah ibnu abdillah madebyhumans like share alvin hariz curi raden saleh alvin hariz ngeri ngeri sedap alvin hariz pamali alvin hariz,0.0,0.0,netral
selamat film retno ratih damayanti kkn desa tari angelia florensia like share dara asvia curi raden saleh marcello hizky miracle cell dara asvia ngeri ngeri sedap aldie harra,0.0,0.0,netral
selamat film eba sheba ivanna ucok albasirun kkn desa tari irene widya arogyani like share astrid sambudiono miracle cell din syamsudin abdi setan communion darwyn tse,0.0,0.0,netral
film horor indonesia nonton kkn desa tari lebih nonton horor barat pas nonton tutup mata,0.0,0.0,netral
selamat film ivanna mattebox visualworks jagat arwah fakhiran hakim luqman thalib kkn desa tari harris reggy kuntilanak ganda harta curi raden saleh afterlab abdi setan communion abby eldipie,0.0,0.0,netral
rusuh banget cast kkn gak kalah main ular tangga kkn desa tari https co lddwp qskc,0.3333333333333333,0.16666666666666666,positif
selamat film nakorn kositpalsal suchada supromin trisno ivanna aria prayogi arif budi santoso keramat caruban larang ikhsan sungkar adimolana machmud kkn desa tari hiro ishizaka radian kanugroho,0.0,0.0,netral
selamat film ricky lionardi kkn desa tari ricky lionardi like share aria prayogi curi raden saleh abel huray miracle cell purwatjaraka ngeri ngeri sedap viky sianipar,0.0,0.0,netral
putihnyatas film indonesia horor nonton ya kkn desa tari,0.0,0.0,netral
xoazun euppy takut banget jennie kkn desa tari jd tar,0.0,0.0,netral
hakimlfc isooo cerita thread kkn desa tari yoo wkwk,0.0,0.0,netral
kkn desa tari nggak nyangka megantara ganteng ganteng suka julid https co zjlyov hl,0.0,0.0,netral
kkn desa tari behind scene part https co u lozcpu,0.7,-0.4,negatif
tali pocong sumur kkn desa tari md podcast bima https co fz hs x,0.0,0.0,netral
kkn desa tari horror story bacahorror bacahorror malam gw cerita cerita gw spesial gw https co yv umw jsz ceritahoror,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
kkn desa tari behind scene photoshoot https co nh yt evzf,0.7,-0.4,negatif
kalo bandinginnya tonton mah kalahin noh kkn desa tari simpleman cinematic universe,0.2,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
tangis malam anggota kkn kkn desa tari md podcast badarawuhi https co rqb drzg x,0.0,0.0,netral
kit dhat official lyric video ost kkn desa tari https co rgu cv ryp,0.65,0.25,positif
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
kkn desa tari care tissa biani picu emosi cast https co jytsp wwgh,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kkn desa tari behind scene part https co fudronyukx,0.7,-0.4,negatif
moviemenfes im sorry say kkn desa tari nyesel bgt nntn bioskop kl ga ajak tmn nntn gue ga nonton sih rem modal sound effects doang actingnya badarawuhi bagus tolong sm aja,0.7,-0.04999999999999999,negatif
faizalukman nyebrang pulo ya negara fyi juli ti kkn desa tari eh salah desa burong mandi,0.0,0.0,netral
kkn desa tari calvin jeremy antem lokasi syuting kkn https co exde b,0.0,0.0,netral
benda pusaka desa misterius kkn desa tari md podcast calvin jeremy https co h mstfdlp,0.0,0.0,netral
aldapstsr per utama wanita kkn desa tari,0.0,0.0,netral
kkn desa tari sesajen tabur lokasi syuting kkn https co epqau paau,0.0,0.0,netral
priskilaworo ti lebaran nonton teh yuuuk mudik kkn desa tari,0.0,0.0,netral
lovez ne kkn desa tari,0.0,0.0,netral
kkn desa tari nonton bareng warga desa tari https co f rzg sus,0.0,0.0,netral
moviemenfes nonton aja kkn desa tari wkwkwk,0.0,0.0,netral
kkn desa tari momen syuting part https co buaib udej,0.0,0.0,netral
ipb menfess baur masyarakat apatis warga dont larang kyk film kkn desa tari ngejalanin proker yg masyarakat libat jg kalo dampak lanjut bagus thx,0.0,0.0,netral
kkn desa tari bioskop bisik yayasan mata hati https co nc tfmupsm,0.0,0.0,netral
kkn desa tari luwih dowo luwih medeni https co phxbiszune,0.0,0.0,netral
tvonenews kayak survey nya desa kkn sang tari dadak atas angin gin,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
horror story kkn desa tari versi nur https co l yt oyxqj https co bdtujrycaz,0.0,0.0,netral
cerita horor kkn desa tari versi widya https co hlrpj vu https co wtizhxg n,0.0,0.0,netral
sewu dino tulis bestseller kkn desa tari simpleman kisah klenik tanah jawa kirim gerogot nyawa manusia pikir temu jalan sesat https co ja vp fzxo https co ig nosny,0.0,0.0,netral
kkn desa tari kisah gempar dunia maya kkn desa tari cerita lembar tulis rinci kisah widya nur kawan kawan bagi https co clbnbsjtm https co u npmbon,0.0,0.0,netral
blacclune kkn desa tari isi wleowleo setan uler,0.0,0.0,netral
literarybase inget belangguan inget scene kkn desa tari kampung em jagung jawa horor beda tema aja,0.0,0.0,netral
whutcore desa tari ga,0.0,0.0,netral
autumntist kayak kkn desa tari,0.0,0.0,netral
batas danilla ost kkn desa tari official audio https co dfxr cofp,0.0,0.0,netral
muter desa hhnya putar warga bawa sesajen banck ladang putar rumah kades tabur cendol yap acara selesai malam hari ada acara tayup hibur ledhek tari ya gitu sih iseng,0.0,0.0,netral
tari mentas tari barong tari keris panggung pemaksan barong tegal tamu desa batubulan kabupaten gianyar bal minggu foto widodo jusuf foc lihat foto https co wp pl fzz https co thvron jjk,0.0,0.0,netral
misteri hutan karet part https co prxfalyank bacahorror ceritahorror horror threadhorror ceritahorrorpendaki misteri ceritamisteri setan hantu santet desapenari suaritoto pendakianhorror https co ghegfml,0.0,0.0,netral
treasuremenfess horror kkn desa tari sih kata,0.0,0.0,netral
moohd ilham gw harap bgt vibes kayak iklan gitu yg tari piring desa,0.0,0.0,netral
mana nonton film kkn desa tari legal https co wnlcpolpvl,0.2,0.2,positif
film kkn desa tari ajar nakal karepmu yo ojo trus awur bangsaaatttt,0.0,0.0,netral
moohd ilham wirgoen ngeliatnya kayak iklan kkn desa tari,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
seola webs desa tari,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kkn desa tari behind scene full version https co r huzohsh,0.625,-0.025000000000000022,negatif
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
edisi iseng bikin ilustrasi ayu film kkn desa tari kkndesapenari izin share ya om simplem https co bhlahtnzit,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kemungki nasib kaya si yg mati kkn desa tari ga sih tp kl gt knp si mba miea adeknya selamatin ya,0.0,0.0,netral
nonton teluh darah episode jd emang dr episode lg ceritain bisnis yg banyuwangi pas seklibat tu patung tari pas thread jelasin ya kalo pas masuk desa nya tu patung tar gt ya bener udah,0.0,0.0,netral
bener ya kkn desa tari banyuwangi,0.0,0.0,netral
kkn desa tari,0.0,0.0,netral
kkn desa tari pamit https co xwp c gx,0.0,0.0,netral
askrlfess thread bikin kek emang biar viral ti kalo film laris kaya desa tari,0.0,0.0,netral
askrlfess ak dr g suka baca ginian yg viral kyk kkn desa tari jg g tarik dasar males baca hp,0.0,0.0,netral
sadar ending keramat kayak kkn desa tari ya ya gw nonton kkn sih kampret pas migi surup pas pocong muncul,0.0,0.0,netral
revel baby diketawain kkn desa tari wkwk,0.0,0.0,netral
misteri hutan karet part https co ndkuvimpct bacahorror ceritahorror horror threadhorror ceritahorrorpendaki misteri ceritamisteri setan hantu santet desapenari suaritoto pendakianhorror https co mfwqsxrqmg,0.0,0.0,netral
kkn desa tari thread jadi film duduk film horor indonesia laris data oktober kkn desa tari film horor indonesia favorit lho film https co mcksmei zr,0.0,0.0,netral
hopanacea gatau knp tweet sbnrnya innocent bgt tp w lngsung keinget kkn desa tari yg mas dlm bentuk thread tweets sksksk,0.7,0.5,positif
bochug yoongi yourfriend notyurnem potat ps tanyakanrl citra prima tp maiia channelnya maiia true story kalo ga salah yg pas judul jala astral desa tari seingetku,0.65,0.35,positif
moviemenfes kkn desa tari kayak sinetron azab dijadiin movie,0.0,0.0,netral
pagi mimpi brian pacar iu miror selfie kosan brian pake seragam gue gak terima gua bawa hut surup setan kkn desa tari,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
tari tari desa tari maju prubential illupsion,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kkn desa tari terbit aop,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
wkwkkwwk untung gak kkn desa tari yaak,0.0,0.0,netral
selesai nonton kkn desa tari ekspektasi,0.0,0.0,netral
tbtb w kangen per utama kkn desa tari willy apakabar yaa hallo maw beli kopi https co hejhql qb,0.0,0.0,netral
pok ameame sbyfess coba desa tari si,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
baca cerita kkn desa tari,0.0,0.0,netral
gubahancip ti kayaaaa kkn desa tari wkwk,0.0,0.0,netral
moviemenfes kkn desa tari like whut,0.0,0.0,netral
askrlfess spoiler film kayak kkn desa tari,0.0,0.0,netral
mvs film perempuan tanah jahannam kkn desa tari horor thriller gak ya guys,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
xnrainn askrlfess jd kkn desa tari real ato engga kak,0.30000000000000004,0.2,positif
windhy khaze samaaaa tipikal akun yg dgn kkn desa tari trus udah paham bikin thread pdhal kalo dr umur kek masuk generasi boomer,0.0,0.0,netral
kkn desa tari kagak horror nya samsek,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
mantap gue latih drama kkn desa tari wkwkw,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
amyourss seblakjelettot heboh kkn desa tari yaa,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
moviemenfes kkn desa desa tari percent nothing percent comedy,0.0,0.0,netral
dwikiaprinaldi tari kkn desa,0.0,0.0,netral
moviemenfes kkn desa tari overall kejut,0.0,0.0,netral
jujur sampe ga percaya kkn desa tari marketing works banget maaf kalo org misterius tbtb ngethread cit yg wattpadable skeptis kalo rangkai marketing film sorry disrespectful,1.0,-0.5,negatif
askrlfess clue ku tangkap sih kkn desa tari,0.0,0.0,netral
clyd moviemenfes fakta kkn desa tari boring banget,1.0,-1.0,negatif
moviemenfes kkn desa tari,0.0,0.0,netral
harga tiket kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
clyd moviemenfes kkn desa tari film azab sih,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari kagada horor nya boring rekomendasi gue niii pee mak thailand moodbooster bgt lawak show ghost korean ngakak mulu yg nonton jg,1.0,-1.0,negatif
moviemenfes kkn desa tari,0.0,0.0,netral
moviemenfes honestly kkn desa tari thread much horrifying,0.95,-0.15000000000000002,negatif
vishwajith cvf therealpreyan bang jono x kkn desa tari clips ishq kameena https co hpyblhjg z,0.0,0.0,netral
musik kkn desa tari yg dj bang jono tu musik asli gmn si kalo film pas ayu joget penasaran wkwk trus yg duluan musik viral gitu musik tp jujur musik enak,0.0,0.0,netral
moviemenfes kkn desa tari contoh,0.0,0.0,netral
kkn desa tari fall menu gan https co ehvy ploeo,0.0,0.0,netral
akun following biji ngepost viral cerita ala ayat ayat cinta fix strategi marketing kayak desa kkn tari bntar novel film salty,0.1,0.0,netral
omahe podo kyok film desa tari wing,0.0,0.0,netral
sinopsis film sewu dino teror santet sukses film kkn desa tari md pictures produksi film judul sewu dino film penasaran horor cinta film https co fjbnsbk,0.0,0.0,netral
alanahinata jujur baca threadnya kkn desa tari tonton film,0.0,0.0,netral
zhrdhani ala desa tari angkat film yg bner aja ga salah selingkuh wkwkwkwk least takut tuhan dikit bang ngerasa dosa dikit kek malu gitu https co bt q miy,0.4,-0.3,negatif
fadlilafaradila convomf gw curiga fiksi dipost twitter dulang popularitas ntar adaptasi film kkn desa tari gitu taktik marketingnya bukti curiga gw typingnya beranta level dosen gw rada bingung baca,0.0,0.0,netral
nonton kkn desa tari dimanasi klo web,0.0,0.0,netral
convomfs threadnya sih seru ya moga ga kecewa pas film jujur kecewa kkn desa tari film,0.0,0.0,netral
convomfs baca thread emang ngeri banget sih nyeremin banding kkn desa tari penasaran ti film kaya gimana https co uts f gh j,0.0,0.0,netral
kkn desa tari official trailer coming soon america https co vlmaq py h,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
gigioge habisnontonfilm kkn desa tari film kek sampah,0.0,0.0,netral
virtuaibase tarik nonton potong post credit film kkn desa tari kemaren tunggu film tayang tarik sewu dino date kfc date hubungin ceriutu ya https co iy fekjygg,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kmren nntn kkn desa tari trs malemnya ngimpi liat ular air byk bgt,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
naufalm ngerti main twitter thread nya rapi bener sus sih sumpah curiga kek kkn desa tari yg bentar dijadiin film sinetron rame twitter,0.3333333333333333,0.16666666666666666,positif
kzahras scene kkn desa tari ya pas badarawuhinya dikalahin actual queen,0.1,0.0,netral
namirase syabieiia kks desa tari,0.0,0.0,netral
nonton kkn desa tari cito jam nonton lantai suruh parkir sok ngide turun tangga darurat tau kunci pintu atas pake lari turun parkir mobil,0.0,0.0,netral
rec rev kkn desa tari gak tuh untung desa aman ya kak,0.0,0.0,netral
dah nih kating cinta kak anna kak shameer couple goals kampus ga liat abis kkn kabar sempet break pas kkn biasa susah komunikasi kak shameer kkn desa tari https co q asgg g,0.0,0.0,netral
ga duluuuu udah kecewa kkn desa tari yg gg film,0.0,0.0,netral
tanyakanrl bagus banget cerita nulis kkn desa tari,0.0,0.0,netral
kayak pecah film kkn desa tari,0.0,0.0,netral
sewu dino rilis pas lebaran biar pecah rekor kkn desa tari,0.0,0.0,netral
lebaran taun ngecheat lari bioskop nonton kkn desa tari taun fix lari nonton sewu kuto,0.0,0.0,netral
habisnontonfilm bagus kkn desa tari,0.0,0.0,netral
endingny bikin kaya kkn desa tari aja gatau sopan santun bgt ih kesel haiiii flisss sender https co hidxnai,0.0,0.0,netral
marketing e peeewwinter te wing tari desa kkn tampil bar bakdo sak iki yo hoo,0.0,0.0,netral
simplem plot twist emang meg kkn desa tari cekam sewu dino ngebayangin hutan trus kerja ngerawat orang yg mati idup,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
sempet mikir pas baca cerita sewu dino rem kkn desa tari tp ga film dannnn,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygqro,0.0,0.0,netral
